SUMMARY OF RUN ../../data/case1.data -- 346 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	    3600.000	        1368	        8308	 3.80062e+03	 2.63615e+09	 6.97923e+03	 4.58113e+07	 1.18587e+05	 3.45952e+08	 1.45635e-02

Row 2
	        TIME	        FWPT	        FGIR	        FGIT	        FWIR	        FWIT	        WBHP	        WBHP
	         DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB	        PSIA	        PSIA
	           -	           -	           -	           -	           -	           -	       INJE1	       PROD1
	       0.010	 1.75311e-05	 1.00000e+05	 1.00000e+03	 0.00000e+00	 0.00000e+00	 7.88133e+03	 3.39539e+03
	       0.110	 5.31360e-04	 1.00000e+05	 1.10000e+04	 0.00000e+00	 0.00000e+00	 7.43907e+03	 2.89904e+03
	       0.210	 1.14333e-03	 1.00000e+05	 2.10000e+04	 0.00000e+00	 0.00000e+00	 7.29596e+03	 2.75202e+03
	       0.329	 1.97752e-03	 9.99969e+04	 3.28810e+04	 0.00000e+00	 0.00000e+00	 7.15535e+03	 2.61690e+03
	       0.528	 3.63425e-03	 1.00000e+05	 5.28238e+04	 0.00000e+00	 0.00000e+00	 7.06624e+03	 2.43061e+03
	       0.827	 6.51437e-03	 1.00001e+05	 8.27383e+04	 0.00000e+00	 0.00000e+00	 6.97906e+03	 2.24968e+03
	       1.000	 8.25941e-03	 1.00000e+05	 1.00000e+05	 0.00000e+00	 0.00000e+00	 6.92888e+03	 2.18560e+03
	       1.345	 1.19387e-02	 1.00001e+05	 1.34524e+05	 0.00000e+00	 0.00000e+00	 6.88507e+03	 2.11222e+03
	       1.863	 1.77743e-02	 1.00000e+05	 1.86309e+05	 0.00000e+00	 0.00000e+00	 6.86598e+03	 2.03216e+03
	       2.640	 2.71867e-02	 1.00000e+05	 2.63988e+05	 0.00000e+00	 0.00000e+00	 6.84539e+03	 1.92510e+03
	       3.805	 4.23670e-02	 1.00000e+05	 3.80505e+05	 0.00000e+00	 0.00000e+00	 6.84072e+03	 1.81247e+03
	       4.000	 4.49339e-02	 1.00000e+05	 4.00000e+05	 0.00000e+00	 0.00000e+00	 6.83303e+03	 1.79578e+03
	       4.390	 5.01598e-02	 9.99984e+04	 4.38992e+05	 0.00000e+00	 0.00000e+00	 6.81925e+03	 1.76689e+03
	       5.170	 6.09482e-02	 9.99999e+04	 5.16975e+05	 0.00000e+00	 0.00000e+00	 6.80305e+03	 1.71498e+03
	       6.729	 8.37024e-02	 1.00000e+05	 6.72942e+05	 0.00000e+00	 0.00000e+00	 6.78649e+03	 1.62626e+03
	       9.246	 1.22855e-01	 1.00000e+05	 9.24633e+05	 0.00000e+00	 0.00000e+00	 6.77016e+03	 1.51520e+03
	      12.246	 1.72042e-01	 1.00000e+05	 1.22463e+06	 0.00000e+00	 0.00000e+00	 6.74856e+03	 1.42027e+03
	      13.000	 1.84540e-01	 9.99997e+04	 1.30000e+06	 0.00000e+00	 0.00000e+00	 6.74010e+03	 1.39939e+03
	      14.507	 2.10066e-01	 1.00000e+05	 1.45073e+06	 0.00000e+00	 0.00000e+00	 6.72904e+03	 1.36030e+03
	      17.507	 2.62714e-01	 1.00000e+05	 1.75073e+06	 0.00000e+00	 0.00000e+00	 6.71523e+03	 1.29314e+03
	      20.507	 3.16887e-01	 1.00000e+05	 2.05073e+06	 0.00000e+00	 0.00000e+00	 6.69958e+03	 1.23795e+03
	      23.507	 3.72326e-01	 1.00000e+05	 2.35073e+06	 0.00000e+00	 0.00000e+00	 6.68432e+03	 1.19239e+03
	      26.507	 4.28818e-01	 1.00000e+05	 2.65073e+06	 0.00000e+00	 0.00000e+00	 6.66885e+03	 1.15458e+03
	      29.507	 4.86158e-01	 1.00000e+05	 2.95073e+06	 0.00000e+00	 0.00000e+00	 6.65426e+03	 1.12403e+03
	      32.507	 5.44154e-01	 1.00000e+05	 3.25073e+06	 0.00000e+00	 0.00000e+00	 6.63982e+03	 1.10007e+03
	      35.507	 6.02658e-01	 1.00000e+05	 3.55073e+06	 0.00000e+00	 0.00000e+00	 6.62663e+03	 1.08127e+03
	      38.507	 6.61539e-01	 1.00000e+05	 3.85073e+06	 0.00000e+00	 0.00000e+00	 6.61392e+03	 1.06691e+03
	      41.507	 7.20663e-01	 1.00000e+05	 4.15073e+06	 0.00000e+00	 0.00000e+00	 6.60158e+03	 1.05701e+03
	      42.000	 7.30379e-01	 1.00000e+05	 4.20000e+06	 0.00000e+00	 0.00000e+00	 6.59941e+03	 1.05550e+03
	      42.985	 7.49828e-01	 9.99998e+04	 4.29853e+06	 0.00000e+00	 0.00000e+00	 6.59485e+03	 1.05300e+03
	      44.956	 7.88770e-01	 1.00000e+05	 4.49560e+06	 0.00000e+00	 0.00000e+00	 6.58710e+03	 1.04969e+03
	      47.956	 8.48041e-01	 1.00000e+05	 4.79560e+06	 0.00000e+00	 0.00000e+00	 6.57597e+03	 1.04829e+03
	      50.000	 8.88389e-01	 1.00000e+05	 5.00000e+06	 0.00000e+00	 0.00000e+00	 6.56781e+03	 1.04880e+03
	      53.000	 9.47447e-01	 1.00000e+05	 5.30000e+06	 0.00000e+00	 0.00000e+00	 6.55824e+03	 1.05245e+03
	      56.000	 1.00627e+00	 1.00000e+05	 5.60000e+06	 0.00000e+00	 0.00000e+00	 6.54868e+03	 1.05859e+03
	      59.000	 1.06480e+00	 1.00000e+05	 5.90000e+06	 0.00000e+00	 0.00000e+00	 6.53890e+03	 1.06694e+03
	      62.000	 1.12298e+00	 1.00000e+05	 6.20000e+06	 0.00000e+00	 0.00000e+00	 6.52980e+03	 1.07722e+03
	      65.000	 1.18076e+00	 1.00000e+05	 6.50000e+06	 0.00000e+00	 0.00000e+00	 6.52106e+03	 1.08912e+03
	      68.000	 1.23809e+00	 1.00000e+05	 6.80000e+06	 0.00000e+00	 0.00000e+00	 6.51317e+03	 1.10288e+03
	      71.000	 1.29493e+00	 1.00000e+05	 7.10000e+06	 0.00000e+00	 0.00000e+00	 6.50580e+03	 1.11843e+03
	      74.000	 1.35123e+00	 1.00000e+05	 7.40000e+06	 0.00000e+00	 0.00000e+00	 6.49852e+03	 1.13540e+03
	      77.000	 1.40697e+00	 1.00000e+05	 7.70000e+06	 0.00000e+00	 0.00000e+00	 6.49112e+03	 1.15349e+03
	      80.000	 1.46213e+00	 1.00000e+05	 8.00000e+06	 0.00000e+00	 0.00000e+00	 6.48424e+03	 1.17256e+03
	      83.000	 1.51668e+00	 1.00000e+05	 8.30000e+06	 0.00000e+00	 0.00000e+00	 6.47793e+03	 1.19250e+03
	      86.000	 1.57062e+00	 1.00000e+05	 8.60000e+06	 0.00000e+00	 0.00000e+00	 6.47161e+03	 1.21312e+03
	      89.000	 1.62394e+00	 1.00000e+05	 8.90000e+06	 0.00000e+00	 0.00000e+00	 6.46535e+03	 1.23416e+03
	      92.000	 1.67665e+00	 1.00000e+05	 9.20000e+06	 0.00000e+00	 0.00000e+00	 6.45967e+03	 1.25517e+03
	      95.000	 1.72878e+00	 1.00000e+05	 9.50000e+06	 0.00000e+00	 0.00000e+00	 6.45455e+03	 1.27578e+03
	      98.000	 1.78033e+00	 1.00000e+05	 9.80000e+06	 0.00000e+00	 0.00000e+00	 6.44968e+03	 1.29575e+03
	     101.000	 1.83136e+00	 1.00000e+05	 1.01000e+07	 0.00000e+00	 0.00000e+00	 6.44536e+03	 1.31490e+03
	     104.000	 1.88187e+00	 1.00000e+05	 1.04000e+07	 0.00000e+00	 0.00000e+00	 6.44150e+03	 1.33349e+03
	     107.000	 1.93189e+00	 1.00000e+05	 1.07000e+07	 0.00000e+00	 0.00000e+00	 6.43797e+03	 1.35172e+03
	     110.000	 1.98143e+00	 1.00000e+05	 1.10000e+07	 0.00000e+00	 0.00000e+00	 6.43492e+03	 1.36936e+03
	     113.000	 2.03053e+00	 1.00000e+05	 1.13000e+07	 0.00000e+00	 0.00000e+00	 6.43197e+03	 1.38604e+03
	     116.000	 2.07921e+00	 1.00000e+05	 1.16000e+07	 0.00000e+00	 0.00000e+00	 6.42934e+03	 1.40196e+03
	     119.000	 2.12749e+00	 1.00000e+05	 1.19000e+07	 0.00000e+00	 0.00000e+00	 6.42719e+03	 1.41731e+03
	     122.000	 2.17536e+00	 1.00000e+05	 1.22000e+07	 0.00000e+00	 0.00000e+00	 6.42531e+03	 1.43257e+03
	     125.000	 2.22283e+00	 1.00000e+05	 1.25000e+07	 0.00000e+00	 0.00000e+00	 6.42353e+03	 1.44792e+03
	     128.000	 2.26992e+00	 1.00000e+05	 1.28000e+07	 0.00000e+00	 0.00000e+00	 6.42206e+03	 1.46293e+03
	     131.000	 2.31661e+00	 1.00000e+05	 1.31000e+07	 0.00000e+00	 0.00000e+00	 6.42083e+03	 1.47780e+03
	     134.000	 2.36291e+00	 1.00000e+05	 1.34000e+07	 0.00000e+00	 0.00000e+00	 6.41999e+03	 1.49285e+03
	     137.000	 2.40883e+00	 1.00000e+05	 1.37000e+07	 0.00000e+00	 0.00000e+00	 6.41939e+03	 1.50790e+03
	     140.000	 2.45435e+00	 1.00000e+05	 1.40000e+07	 0.00000e+00	 0.00000e+00	 6.41907e+03	 1.52282e+03
	     143.000	 2.49949e+00	 1.00000e+05	 1.43000e+07	 0.00000e+00	 0.00000e+00	 6.41891e+03	 1.53786e+03
	     146.000	 2.54423e+00	 1.00000e+05	 1.46000e+07	 0.00000e+00	 0.00000e+00	 6.41891e+03	 1.55289e+03
	     149.000	 2.58859e+00	 1.00000e+05	 1.49000e+07	 0.00000e+00	 0.00000e+00	 6.41922e+03	 1.56802e+03
	     152.000	 2.63255e+00	 1.00000e+05	 1.52000e+07	 0.00000e+00	 0.00000e+00	 6.41969e+03	 1.58317e+03
	     155.000	 2.67612e+00	 1.00000e+05	 1.55000e+07	 0.00000e+00	 0.00000e+00	 6.42060e+03	 1.59865e+03
	     158.000	 2.71928e+00	 1.00000e+05	 1.58000e+07	 0.00000e+00	 0.00000e+00	 6.42146e+03	 1.61418e+03
	     161.000	 2.76205e+00	 1.00000e+05	 1.61000e+07	 0.00000e+00	 0.00000e+00	 6.42261e+03	 1.62974e+03
	     164.000	 2.80442e+00	 1.00000e+05	 1.64000e+07	 0.00000e+00	 0.00000e+00	 6.42389e+03	 1.64526e+03
	     167.000	 2.84639e+00	 1.00000e+05	 1.67000e+07	 0.00000e+00	 0.00000e+00	 6.42538e+03	 1.66068e+03
	     170.000	 2.88796e+00	 1.00000e+05	 1.70000e+07	 0.00000e+00	 0.00000e+00	 6.42704e+03	 1.67644e+03
	     173.000	 2.92915e+00	 1.00000e+05	 1.73000e+07	 0.00000e+00	 0.00000e+00	 6.42891e+03	 1.69190e+03
	     176.000	 2.96995e+00	 1.00000e+05	 1.76000e+07	 0.00000e+00	 0.00000e+00	 6.43087e+03	 1.70686e+03
	     179.000	 3.01038e+00	 1.00000e+05	 1.79000e+07	 0.00000e+00	 0.00000e+00	 6.43300e+03	 1.72213e+03
	     180.000	 3.02381e+00	 1.00000e+05	 1.80000e+07	 0.00000e+00	 0.00000e+00	 6.43364e+03	 1.72728e+03
	     182.000	 3.05050e+00	 1.00000e+05	 1.82000e+07	 0.00000e+00	 0.00000e+00	 6.43513e+03	 1.73743e+03
	     185.000	 3.09016e+00	 1.00000e+05	 1.85000e+07	 0.00000e+00	 0.00000e+00	 6.43752e+03	 1.75256e+03
	     188.000	 3.12944e+00	 1.00000e+05	 1.88000e+07	 0.00000e+00	 0.00000e+00	 6.44012e+03	 1.76784e+03
	     191.000	 3.16833e+00	 1.00000e+05	 1.91000e+07	 0.00000e+00	 0.00000e+00	 6.44279e+03	 1.78332e+03
	     194.000	 3.20684e+00	 1.00000e+05	 1.94000e+07	 0.00000e+00	 0.00000e+00	 6.44569e+03	 1.79869e+03
	     197.000	 3.24498e+00	 1.00000e+05	 1.97000e+07	 0.00000e+00	 0.00000e+00	 6.44861e+03	 1.81396e+03
	     200.000	 3.28274e+00	 1.00000e+05	 2.00000e+07	 0.00000e+00	 0.00000e+00	 6.45168e+03	 1.82905e+03
	     203.000	 3.32013e+00	 1.00000e+05	 2.03000e+07	 0.00000e+00	 0.00000e+00	 6.45483e+03	 1.84439e+03
	     206.000	 3.35715e+00	 1.00000e+05	 2.06000e+07	 0.00000e+00	 0.00000e+00	 6.45812e+03	 1.85945e+03
	     209.000	 3.39380e+00	 1.00000e+05	 2.09000e+07	 0.00000e+00	 0.00000e+00	 6.46140e+03	 1.87448e+03
	     212.000	 3.43008e+00	 1.00000e+05	 2.12000e+07	 0.00000e+00	 0.00000e+00	 6.46483e+03	 1.88964e+03
	     215.000	 3.46600e+00	 1.00000e+05	 2.15000e+07	 0.00000e+00	 0.00000e+00	 6.46842e+03	 1.90496e+03
	     218.000	 3.50154e+00	 1.00000e+05	 2.18000e+07	 0.00000e+00	 0.00000e+00	 6.47201e+03	 1.92048e+03
	     221.000	 3.53672e+00	 1.00000e+05	 2.21000e+07	 0.00000e+00	 0.00000e+00	 6.47582e+03	 1.93544e+03
	     224.000	 3.57153e+00	 1.00000e+05	 2.24000e+07	 0.00000e+00	 0.00000e+00	 6.47964e+03	 1.95074e+03
	     227.000	 3.60598e+00	 1.00000e+05	 2.27000e+07	 0.00000e+00	 0.00000e+00	 6.48352e+03	 1.96603e+03
	     230.000	 3.64007e+00	 1.00000e+05	 2.30000e+07	 0.00000e+00	 0.00000e+00	 6.48742e+03	 1.98122e+03
	     233.000	 3.67380e+00	 1.00000e+05	 2.33000e+07	 0.00000e+00	 0.00000e+00	 6.49143e+03	 1.99663e+03
	     236.000	 3.70716e+00	 1.00000e+05	 2.36000e+07	 0.00000e+00	 0.00000e+00	 6.49544e+03	 2.01198e+03
	     239.000	 3.74016e+00	 1.00000e+05	 2.39000e+07	 0.00000e+00	 0.00000e+00	 6.49957e+03	 2.02725e+03
	     242.000	 3.77280e+00	 1.00000e+05	 2.42000e+07	 0.00000e+00	 0.00000e+00	 6.50374e+03	 2.04263e+03
	     245.000	 3.80509e+00	 1.00000e+05	 2.45000e+07	 0.00000e+00	 0.00000e+00	 6.50795e+03	 2.05775e+03
	     248.000	 3.83701e+00	 1.00000e+05	 2.48000e+07	 0.00000e+00	 0.00000e+00	 6.51237e+03	 2.07361e+03
	     251.000	 3.86857e+00	 1.00000e+05	 2.51000e+07	 0.00000e+00	 0.00000e+00	 6.51675e+03	 2.08917e+03
	     254.000	 3.89976e+00	 1.00000e+05	 2.54000e+07	 0.00000e+00	 0.00000e+00	 6.52109e+03	 2.10488e+03
	     257.000	 3.93060e+00	 1.00000e+05	 2.57000e+07	 0.00000e+00	 0.00000e+00	 6.52562e+03	 2.12070e+03
	     260.000	 3.96106e+00	 1.00000e+05	 2.60000e+07	 0.00000e+00	 0.00000e+00	 6.53016e+03	 2.13688e+03
	     263.000	 3.99116e+00	 1.00000e+05	 2.63000e+07	 0.00000e+00	 0.00000e+00	 6.53472e+03	 2.15282e+03
	     266.000	 4.02090e+00	 1.00000e+05	 2.66000e+07	 0.00000e+00	 0.00000e+00	 6.53933e+03	 2.16871e+03
	     269.000	 4.05027e+00	 1.00000e+05	 2.69000e+07	 0.00000e+00	 0.00000e+00	 6.54400e+03	 2.18477e+03
	     272.000	 4.07928e+00	 1.00000e+05	 2.72000e+07	 0.00000e+00	 0.00000e+00	 6.54874e+03	 2.20104e+03
	     275.000	 4.10792e+00	 1.00000e+05	 2.75000e+07	 0.00000e+00	 0.00000e+00	 6.55344e+03	 2.21744e+03
	     278.000	 4.13619e+00	 1.00000e+05	 2.78000e+07	 0.00000e+00	 0.00000e+00	 6.55826e+03	 2.23394e+03
	     281.000	 4.16409e+00	 1.00000e+05	 2.81000e+07	 0.00000e+00	 0.00000e+00	 6.56309e+03	 2.25071e+03
	     284.000	 4.19161e+00	 1.00000e+05	 2.84000e+07	 0.00000e+00	 0.00000e+00	 6.56798e+03	 2.26746e+03
	     287.000	 4.21876e+00	 1.00000e+05	 2.87000e+07	 0.00000e+00	 0.00000e+00	 6.57293e+03	 2.28455e+03
	     290.000	 4.24553e+00	 1.00000e+05	 2.90000e+07	 0.00000e+00	 0.00000e+00	 6.57782e+03	 2.30178e+03
	     293.000	 4.27192e+00	 1.00000e+05	 2.93000e+07	 0.00000e+00	 0.00000e+00	 6.58276e+03	 2.31915e+03
	     296.000	 4.29792e+00	 1.00000e+05	 2.96000e+07	 0.00000e+00	 0.00000e+00	 6.58779e+03	 2.33703e+03
	     299.000	 4.32351e+00	 1.00000e+05	 2.99000e+07	 0.00000e+00	 0.00000e+00	 6.59278e+03	 2.35560e+03
	     302.000	 4.34869e+00	 1.00000e+05	 3.02000e+07	 0.00000e+00	 0.00000e+00	 6.59780e+03	 2.37494e+03
	     305.000	 4.37342e+00	 1.00000e+05	 3.05000e+07	 0.00000e+00	 0.00000e+00	 6.60288e+03	 2.39554e+03
	     308.000	 4.39768e+00	 1.00000e+05	 3.08000e+07	 0.00000e+00	 0.00000e+00	 6.60800e+03	 2.41752e+03
	     310.000	 4.41363e+00	 1.00000e+05	 3.10000e+07	 0.00000e+00	 0.00000e+00	 6.61137e+03	 2.43299e+03
	     313.000	 4.43700e+00	 1.00000e+05	 3.13000e+07	 0.00000e+00	 0.00000e+00	 6.61649e+03	 2.45922e+03
	     315.000	 4.45230e+00	 1.00000e+05	 3.15000e+07	 0.00000e+00	 0.00000e+00	 6.61987e+03	 2.47915e+03
	     317.000	 4.46728e+00	 1.00000e+05	 3.17000e+07	 0.00000e+00	 0.00000e+00	 6.62333e+03	 2.50222e+03
	     319.000	 4.48196e+00	 1.00000e+05	 3.19000e+07	 0.00000e+00	 0.00000e+00	 6.62680e+03	 2.52314e+03
	     321.000	 4.49681e+00	 1.00000e+05	 3.21000e+07	 0.00000e+00	 0.00000e+00	 6.63025e+03	 2.50875e+03
	     323.000	 4.51231e+00	 1.00000e+05	 3.23000e+07	 0.00000e+00	 0.00000e+00	 6.63369e+03	 2.45963e+03
	     325.000	 4.52855e+00	 1.00000e+05	 3.25000e+07	 0.00000e+00	 0.00000e+00	 6.63716e+03	 2.40384e+03
	     327.000	 4.54564e+00	 1.00000e+05	 3.27000e+07	 0.00000e+00	 0.00000e+00	 6.64064e+03	 2.34198e+03
	     329.000	 4.56351e+00	 1.00000e+05	 3.29000e+07	 0.00000e+00	 0.00000e+00	 6.64410e+03	 2.28598e+03
	     331.000	 4.58204e+00	 1.00000e+05	 3.31000e+07	 0.00000e+00	 0.00000e+00	 6.64756e+03	 2.24049e+03
	     333.000	 4.60114e+00	 1.00000e+05	 3.33000e+07	 0.00000e+00	 0.00000e+00	 6.65099e+03	 2.20107e+03
	     335.000	 4.62080e+00	 1.00000e+05	 3.35000e+07	 0.00000e+00	 0.00000e+00	 6.65435e+03	 2.16308e+03
	     337.000	 4.64104e+00	 1.00000e+05	 3.37000e+07	 0.00000e+00	 0.00000e+00	 6.65766e+03	 2.12354e+03
	     338.000	 4.65133e+00	 1.00000e+05	 3.38000e+07	 0.00000e+00	 0.00000e+00	 6.65926e+03	 2.10201e+03
	     340.000	 4.67260e+00	 1.00000e+05	 3.40000e+07	 0.00000e+00	 0.00000e+00	 6.66254e+03	 2.05685e+03
	     342.000	 4.69461e+00	 1.00000e+05	 3.42000e+07	 0.00000e+00	 0.00000e+00	 6.66569e+03	 2.01028e+03
	     344.000	 4.71734e+00	 1.00000e+05	 3.44000e+07	 0.00000e+00	 0.00000e+00	 6.66868e+03	 1.96497e+03
	     346.000	 4.74075e+00	 1.00000e+05	 3.46000e+07	 0.00000e+00	 0.00000e+00	 6.67156e+03	 1.92376e+03
	     348.000	 4.76477e+00	 1.00000e+05	 3.48000e+07	 0.00000e+00	 0.00000e+00	 6.67432e+03	 1.88662e+03
	     350.000	 4.78934e+00	 1.00000e+05	 3.50000e+07	 0.00000e+00	 0.00000e+00	 6.67698e+03	 1.85389e+03
	     352.000	 4.81440e+00	 1.00000e+05	 3.52000e+07	 0.00000e+00	 0.00000e+00	 6.67951e+03	 1.82499e+03
	     354.000	 4.83989e+00	 1.00000e+05	 3.54000e+07	 0.00000e+00	 0.00000e+00	 6.68193e+03	 1.79891e+03
	     356.000	 4.86578e+00	 1.00000e+05	 3.56000e+07	 0.00000e+00	 0.00000e+00	 6.68421e+03	 1.77566e+03
	     358.000	 4.89201e+00	 1.00000e+05	 3.58000e+07	 0.00000e+00	 0.00000e+00	 6.68639e+03	 1.75550e+03
	     360.000	 4.91854e+00	 1.00000e+05	 3.60000e+07	 0.00000e+00	 0.00000e+00	 6.68842e+03	 1.73734e+03
	     362.000	 4.94536e+00	 1.00000e+05	 3.62000e+07	 0.00000e+00	 0.00000e+00	 6.69032e+03	 1.72024e+03
	     366.000	 5.00005e+00	 1.00000e+05	 3.66000e+07	 0.00000e+00	 0.00000e+00	 6.69368e+03	 1.68916e+03
	     371.000	 5.07002e+00	 1.00000e+05	 3.71000e+07	 0.00000e+00	 0.00000e+00	 6.69707e+03	 1.65151e+03
	     372.500	 5.09116e+00	 1.00000e+05	 3.72500e+07	 0.00000e+00	 0.00000e+00	 6.69794e+03	 1.64060e+03
	     375.500	 5.13396e+00	 1.00000e+05	 3.75500e+07	 0.00000e+00	 0.00000e+00	 6.69966e+03	 1.61978e+03
	     380.500	 5.20671e+00	 1.00000e+05	 3.80500e+07	 0.00000e+00	 0.00000e+00	 6.70193e+03	 1.58759e+03
	     385.500	 5.28077e+00	 1.00000e+05	 3.85500e+07	 0.00000e+00	 0.00000e+00	 6.70360e+03	 1.55750e+03
	     390.500	 5.35612e+00	 1.00000e+05	 3.90500e+07	 0.00000e+00	 0.00000e+00	 6.70477e+03	 1.52827e+03
	     395.500	 5.43259e+00	 1.00000e+05	 3.95500e+07	 0.00000e+00	 0.00000e+00	 6.70549e+03	 1.50282e+03
	     400.500	 5.51009e+00	 1.00000e+05	 4.00500e+07	 0.00000e+00	 0.00000e+00	 6.70578e+03	 1.47957e+03
	     405.500	 5.58854e+00	 1.00000e+05	 4.05500e+07	 0.00000e+00	 0.00000e+00	 6.70570e+03	 1.45785e+03
	     410.500	 5.66792e+00	 1.00000e+05	 4.10500e+07	 0.00000e+00	 0.00000e+00	 6.70530e+03	 1.43702e+03
	     415.500	 5.74819e+00	 1.00000e+05	 4.15500e+07	 0.00000e+00	 0.00000e+00	 6.70458e+03	 1.41682e+03
	     420.500	 5.82933e+00	 1.00000e+05	 4.20500e+07	 0.00000e+00	 0.00000e+00	 6.70356e+03	 1.39714e+03
	     425.500	 5.91132e+00	 1.00000e+05	 4.25500e+07	 0.00000e+00	 0.00000e+00	 6.70228e+03	 1.37814e+03
	     430.500	 5.99411e+00	 1.00000e+05	 4.30500e+07	 0.00000e+00	 0.00000e+00	 6.70070e+03	 1.36018e+03
	     435.500	 6.07778e+00	 1.00000e+05	 4.35500e+07	 0.00000e+00	 0.00000e+00	 6.69890e+03	 1.34080e+03
	     440.500	 6.16224e+00	 1.00000e+05	 4.40500e+07	 0.00000e+00	 0.00000e+00	 6.69678e+03	 1.32326e+03
	     445.500	 6.24748e+00	 1.00000e+05	 4.45500e+07	 0.00000e+00	 0.00000e+00	 6.69453e+03	 1.30622e+03
	     450.500	 6.33341e+00	 1.00000e+05	 4.50500e+07	 0.00000e+00	 0.00000e+00	 6.69208e+03	 1.29054e+03
	     455.500	 6.42003e+00	 1.00000e+05	 4.55500e+07	 0.00000e+00	 0.00000e+00	 6.68940e+03	 1.27535e+03
	     460.500	 6.50724e+00	 1.00000e+05	 4.60500e+07	 0.00000e+00	 0.00000e+00	 6.68657e+03	 1.26180e+03
	     465.500	 6.59509e+00	 1.00000e+05	 4.65500e+07	 0.00000e+00	 0.00000e+00	 6.68354e+03	 1.24760e+03
	     470.500	 6.68360e+00	 1.00000e+05	 4.70500e+07	 0.00000e+00	 0.00000e+00	 6.68031e+03	 1.23306e+03
	     475.500	 6.77278e+00	 1.00000e+05	 4.75500e+07	 0.00000e+00	 0.00000e+00	 6.67698e+03	 1.21835e+03
	     480.500	 6.86260e+00	 1.00000e+05	 4.80500e+07	 0.00000e+00	 0.00000e+00	 6.67347e+03	 1.20410e+03
	     485.500	 6.95312e+00	 1.00000e+05	 4.85500e+07	 0.00000e+00	 0.00000e+00	 6.66979e+03	 1.18926e+03
	     490.500	 7.04437e+00	 1.00000e+05	 4.90500e+07	 0.00000e+00	 0.00000e+00	 6.66598e+03	 1.17326e+03
	     495.500	 7.13615e+00	 1.00000e+05	 4.95500e+07	 0.00000e+00	 0.00000e+00	 6.66203e+03	 1.16154e+03
	     500.500	 7.22846e+00	 1.00000e+05	 5.00500e+07	 0.00000e+00	 0.00000e+00	 6.65792e+03	 1.14969e+03
	     505.500	 7.32136e+00	 1.00000e+05	 5.05500e+07	 0.00000e+00	 0.00000e+00	 6.65371e+03	 1.13689e+03
	     510.500	 7.41483e+00	 1.00000e+05	 5.10500e+07	 0.00000e+00	 0.00000e+00	 6.64940e+03	 1.12433e+03
	     515.500	 7.50893e+00	 1.00000e+05	 5.15500e+07	 0.00000e+00	 0.00000e+00	 6.64498e+03	 1.11076e+03
	     520.500	 7.60362e+00	 1.00000e+05	 5.20500e+07	 0.00000e+00	 0.00000e+00	 6.64045e+03	 1.09821e+03
	     525.500	 7.69895e+00	 1.00000e+05	 5.25500e+07	 0.00000e+00	 0.00000e+00	 6.63577e+03	 1.08432e+03
	     530.500	 7.79491e+00	 1.00000e+05	 5.30500e+07	 0.00000e+00	 0.00000e+00	 6.63100e+03	 1.07119e+03
	     535.500	 7.89133e+00	 1.00000e+05	 5.35500e+07	 0.00000e+00	 0.00000e+00	 6.62614e+03	 1.06071e+03
	     540.500	 7.98825e+00	 1.00000e+05	 5.40500e+07	 0.00000e+00	 0.00000e+00	 6.62113e+03	 1.04994e+03
	     545.500	 8.08575e+00	 1.00000e+05	 5.45500e+07	 0.00000e+00	 0.00000e+00	 6.61608e+03	 1.03739e+03
	     550.500	 8.18382e+00	 1.00000e+05	 5.50500e+07	 0.00000e+00	 0.00000e+00	 6.61092e+03	 1.02527e+03
	     555.500	 8.28247e+00	 1.00000e+05	 5.55500e+07	 0.00000e+00	 0.00000e+00	 6.60568e+03	 1.01294e+03
	     560.500	 8.38168e+00	 1.00000e+05	 5.60500e+07	 0.00000e+00	 0.00000e+00	 6.60031e+03	 1.00116e+03
	     565.500	 8.48086e+00	 1.00000e+05	 5.65500e+07	 0.00000e+00	 0.00000e+00	 6.59486e+03	 1.00000e+03
	     570.500	 8.57996e+00	 1.00000e+05	 5.70500e+07	 0.00000e+00	 0.00000e+00	 6.58935e+03	 1.00000e+03
	     575.500	 8.67897e+00	 1.00000e+05	 5.75500e+07	 0.00000e+00	 0.00000e+00	 6.58375e+03	 1.00000e+03
	     577.000	 8.70867e+00	 1.00000e+05	 5.77000e+07	 0.00000e+00	 0.00000e+00	 6.58214e+03	 1.00000e+03
	     580.000	 8.76802e+00	 1.00000e+05	 5.80000e+07	 0.00000e+00	 0.00000e+00	 6.57872e+03	 1.00000e+03
	     581.500	 8.79770e+00	 1.00000e+05	 5.81500e+07	 0.00000e+00	 0.00000e+00	 6.57706e+03	 1.00000e+03
	     584.500	 8.85701e+00	 1.00000e+05	 5.84500e+07	 0.00000e+00	 0.00000e+00	 6.57362e+03	 1.00000e+03
	     586.000	 8.88665e+00	 1.00000e+05	 5.86000e+07	 0.00000e+00	 0.00000e+00	 6.57194e+03	 1.00000e+03
	     589.000	 8.94591e+00	 1.00000e+05	 5.89000e+07	 0.00000e+00	 0.00000e+00	 6.56849e+03	 1.00000e+03
